county,active_dem,active_rep,active_uaf,total_active,inactive_dem,inactive_rep,inactive_uaf,total_inactive,grand_total,year,month
Broomfield,11033,12219,14402,37654,1185,1255,1936,4376,42030,2013,aug
Chaffee,3154,4518,4185,11857,331,398,607,1336,13193,2013,aug
Cheyenne,169,824,290,1283,22,55,48,125,1408,2013,aug
Clear Creek,2106,2049,2640,6795,268,283,490,1041,7836,2013,aug
Conejos,2533,1773,705,5011,249,148,104,501,5512,2013,aug
Costilla,1657,331,430,2418,153,75,107,335,2753,2013,aug
Crowley,477,920,415,1812,58,70,88,216,2028,2013,aug
Custer,490,1786,783,3059,43,126,93,262,3321,2013,aug
Delta,3501,8900,5891,18292,577,1042,1104,2723,21015,2013,aug
Denver,177754,57544,125323,360621,35516,16970,43385,95871,456492,2013,aug
Dolores,400,644,420,1464,47,62,116,225,1689,2013,aug
Douglas,37668,88583,62388,188639,5464,11573,10489,27526,216165,2013,aug
Eagle,7803,7544,12213,27560,1151,1174,2683,5008,32568,2013,aug
El Paso,78080,154809,127618,360507,12537,16834,22153,51524,412031,2013,aug
Elbert,2282,9044,5233,16559,217,691,583,1491,18050,2013,aug
Fremont,5366,11041,8393,24800,613,997,1333,2943,27743,2013,aug
Garfield,7047,9676,12136,28859,621,976,1999,3596,32455,2013,aug
Gilpin,1294,1096,1710,4100,246,198,417,861,4961,2013,aug
Grand,2259,4162,3463,9884,511,751,1041,2303,12187,2013,aug
Gunnison,2971,2745,4490,10206,325,315,887,1527,11733,2013,aug
Hinsdale,106,421,152,679,4,28,4,36,715,2013,aug
Huerfano,2073,1071,1136,4280,243,180,205,628,4908,2013,aug
Jackson,139,771,188,1098,0,3,0,3,1101,2013,aug
Jefferson,108862,116156,131284,356302,16102,16802,23321,56225,412527,2013,aug
Kiowa,189,529,230,948,9,32,31,72,1020,2013,aug
Kit Carson,682,2452,1215,4349,112,279,301,692,5041,2013,aug
La Plata,10872,10965,12922,34759,1849,1784,2981,6614,41373,2013,aug
Lake,2075,909,1750,4734,94,55,100,249,4983,2013,aug
Larimer,55253,68410,82157,205820,5247,5213,10748,21208,227028,2013,aug
Las Animas,4302,2039,1957,8298,662,538,549,1749,10047,2013,aug
Lincoln,439,1515,690,2644,77,151,145,373,3017,2013,aug
Logan,2042,5518,3292,10852,274,469,715,1458,12310,2013,aug
Mesa,16635,37352,29197,83184,4714,8785,10772,24271,107455,2013,aug
Mineral,342,274,145,761,43,33,6,82,843,2013,aug
Moffat,973,4100,2339,7412,340,792,876,2008,9420,2013,aug
Montezuma,3599,7341,5013,15953,990,1307,1341,3638,19591,2013,aug
Montrose,4362,10799,8051,23212,415,962,1290,2667,25879,2013,aug
Morgan,3026,5768,4592,13386,426,659,879,1964,15350,2013,aug
Otero,3578,3744,2986,10308,392,371,461,1224,11532,2013,aug
Ouray,981,1384,1236,3601,122,224,254,600,4201,2013,aug
Park,2371,4561,4257,11189,380,703,922,2005,13194,2013,aug
Phillips,472,1523,692,2687,99,208,167,474,3161,2013,aug
Pitkin,4318,2182,5494,11994,845,599,1389,2833,14827,2013,aug
Prowers,1481,2706,1968,6155,143,256,326,725,6880,2013,aug
Pueblo,42363,22917,28049,93329,6207,3872,7166,17245,110574,2013,aug
Rio Blanco,405,2653,917,3975,42,200,206,448,4423,2013,aug
Rio Grande,2120,2807,1688,6615,315,401,384,1100,7715,2013,aug
Routt,4608,4675,6488,15771,689,667,1226,2582,18353,2013,aug
Saguache,1702,754,1163,3619,225,122,227,574,4193,2013,aug
San Juan,167,135,298,600,18,11,30,59,659,2013,aug
San Miguel,2200,896,1985,5081,491,236,695,1422,6503,2013,aug
Sedgwick,280,906,395,1581,5,30,31,66,1647,2013,aug
Summit,5443,4600,9120,19163,1643,1435,3643,6721,25884,2013,aug
Teller,2767,7739,5411,15917,232,617,566,1415,17332,2013,aug
Washington,320,2033,579,2932,58,188,138,384,3316,2013,aug
Weld,34008,52615,52571,139194,5694,7137,11454,24285,163479,2013,aug
Yuma,899,2901,1627,5427,155,407,382,944,6371,2013,aug
Adams,69298,49697,62542,181537,24677,16092,37590,78359,259896,2012,dec
Alamosa,2918,2215,1817,6950,1028,761,1386,3175,10125,2012,dec
Arapahoe,102264,97848,91094,291206,29628,20922,43341,93891,385097,2012,dec
Archuleta,1620,3462,1847,6929,742,1386,1170,3298,10227,2012,dec
Baca,662,1101,382,2145,189,311,309,809,2954,2012,dec
Bent,759,783,472,2014,264,182,354,800,2814,2012,dec
Boulder,79915,36233,66604,182752,22110,11285,33388,66783,249535,2012,dec
Broomfield,10144,11340,12039,33523,2404,2430,4505,9339,42862,2012,dec
Chaffee,2995,4224,3488,10707,613,838,1458,2909,13616,2012,dec
Cheyenne,147,757,217,1121,54,156,124,334,1455,2012,dec
Clear Creek,1912,1831,2065,5808,538,554,1070,2162,7970,2012,dec
Conejos,2182,1596,454,4232,638,358,343,1339,5571,2012,dec
Costilla,1386,266,253,1905,440,142,235,817,2722,2012,dec
Crowley,401,848,290,1539,176,224,280,680,2219,2012,dec
Custer,452,1709,618,2779,127,332,267,726,3505,2012,dec
Delta,3203,8361,4727,16291,922,1699,2075,4696,20987,2012,dec
Denver,161374,52287,102454,316115,67267,26917,74423,168607,484722,2012,dec
Dolores,374,569,324,1267,82,132,188,402,1669,2012,dec
Douglas,34838,83142,51915,169895,8386,17065,18729,44180,214075,2012,dec
Eagle,6913,6800,9743,23456,2467,2288,5453,10208,33664,2012,dec
El Paso,66772,139086,93903,299761,27523,36494,59660,123677,423438,2012,dec
Elbert,2033,8258,4145,14436,641,1911,1903,4455,18891,2012,dec
Fremont,4757,10077,6116,20950,2444,3916,5126,11486,32436,2012,dec
Garfield,6447,8989,9629,25065,2096,2653,5712,10461,35526,2012,dec
Gilpin,1144,932,1331,3407,437,377,861,1675,5082,2012,dec
Grand,1979,3801,2612,8392,805,1149,1810,3764,12156,2012,dec
Gunnison,2752,2483,3679,8914,1057,1049,2470,4576,13490,2012,dec
Hinsdale,95,397,133,625,20,69,29,118,743,2012,dec
Huerfano,1899,992,881,3772,522,305,462,1289,5061,2012,dec
Jackson,115,647,99,861,50,227,112,389,1250,2012,dec
Jefferson,100276,108501,109008,317785,26112,26505,45364,97981,415766,2012,dec
Kiowa,172,490,185,847,37,99,91,227,1074,2012,dec
Kit Carson,621,2275,923,3819,188,484,553,1225,5044,2012,dec
La Plata,9842,9855,10362,30059,3077,3042,5554,11673,41732,2012,dec
Lake,1558,651,899,3108,626,308,895,1829,4937,2012,dec
Larimer,51796,63795,68453,184044,13210,14799,29672,57681,241725,2012,dec
Las Animas,3780,1863,1422,7065,1375,793,1148,3316,10381,2012,dec
Lincoln,392,1400,529,2321,196,383,376,955,3276,2012,dec
Logan,1857,5071,2494,9422,537,975,1467,2979,12401,2012,dec
Mesa,15484,35395,23731,74610,6142,11086,15671,32899,107509,2012,dec
Mineral,313,254,109,676,70,54,35,159,835,2012,dec
Moffat,833,3799,1698,6330,520,1175,1497,3192,9522,2012,dec
Montezuma,2964,6428,3351,12743,1634,2250,2878,6762,19505,2012,dec
Montrose,3960,10213,6432,20605,1135,2259,3416,6810,27415,2012,dec
Morgan,2584,5216,3331,11131,865,1224,2014,4103,15234,2012,dec
Otero,3023,3407,2046,8476,1330,994,1719,4043,12519,2012,dec
Ouray,923,1313,1046,3282,195,330,430,955,4237,2012,dec
Park,2111,4166,3417,9694,682,1103,1631,3416,13110,2012,dec
Phillips,406,1366,525,2297,165,361,323,849,3146,2012,dec
Pitkin,3880,1918,4405,10203,1358,887,2454,4699,14902,2012,dec
Prowers,1220,2395,1386,5001,529,791,1049,2369,7370,2012,dec
Pueblo,37787,20764,20513,79064,12998,6975,15991,35964,115028,2012,dec
Rio Blanco,356,2438,645,3439,142,566,609,1317,4756,2012,dec
Rio Grande,1877,2610,1241,5728,641,712,894,2247,7975,2012,dec
Routt,4175,4201,5271,13647,1372,1356,2648,5376,19023,2012,dec
Saguache,1524,671,837,3032,482,257,551,1290,4322,2012,dec
San Juan,154,115,259,528,32,30,74,136,664,2012,dec
San Miguel,2015,800,1583,4398,716,341,1103,2160,6558,2012,dec
Sedgwick,243,832,302,1377,52,132,125,309,1686,2012,dec
Summit,4714,3946,7045,15705,2273,2074,5474,9821,25526,2012,dec
Teller,2427,7095,4176,13698,1153,2438,2718,6309,20007,2012,dec
Washington,285,1911,448,2644,92,336,237,665,3309,2012,dec
Weld,29922,48170,41430,119522,9740,11748,22603,44091,163613,2012,dec
Yuma,806,2660,1277,4743,255,634,695,1584,6327,2012,dec
Adams,69509,49908,63189,182606,22120,14124,33339,69583,252189,2013,feb
Alamosa,2925,2230,1851,7006,712,477,942,2131,9137,2013,feb
Arapahoe,103941,98772,94287,297000,23105,16671,35721,75497,372497,2013,feb
Archuleta,1638,3498,1886,7022,728,1344,1146,3218,10240,2013,feb
Baca,667,1110,393,2170,151,239,232,622,2792,2013,feb
Bent,759,777,481,2017,257,176,350,783,2800,2013,feb
Boulder,80252,36396,67544,184192,18778,9972,29622,58372,242564,2013,feb
Broomfield,10200,11407,12179,33786,1910,1940,3783,7633,41419,2013,feb
Chaffee,3012,4245,3512,10769,499,677,1189,2365,13134,2013,feb
Cheyenne,151,765,228,1144,45,118,106,269,1413,2013,feb
Clear Creek,1929,1861,2133,5923,445,487,946,1878,7801,2013,feb
Conejos,2187,1604,464,4255,609,332,318,1259,5514,2013,feb
Costilla,1402,272,273,1947,414,134,228,776,2723,2013,feb
Crowley,407,853,302,1562,125,133,190,448,2010,2013,feb
Custer,458,1708,639,2805,75,221,191,487,3292,2013,feb
Delta,3226,8363,4814,16403,865,1597,1987,4449,20852,2013,feb
Denver,162747,52826,104625,320198,49688,21333,60360,131381,451579,2013,feb
Dolores,378,579,339,1296,75,124,179,378,1674,2013,feb
Douglas,35269,83989,53617,172875,7491,15338,17456,40285,213160,2013,feb
Eagle,6932,6833,9840,23605,1983,1853,4810,8646,32251,2013,feb
El Paso,67641,140269,96184,304094,22462,30415,49239,102116,406210,2013,feb
Elbert,2044,8330,4221,14595,464,1362,1492,3318,17913,2013,feb
Fremont,4776,10082,6340,21198,1260,1992,3095,6347,27545,2013,feb
Garfield,6480,9045,9786,25311,1233,1605,4016,6854,32165,2013,feb
Gilpin,1155,948,1371,3474,395,335,745,1475,4949,2013,feb
Grand,1999,3814,2676,8489,770,1084,1737,3591,12080,2013,feb
Gunnison,2768,2511,3764,9043,525,547,1507,2579,11622,2013,feb
Hinsdale,94,396,137,627,15,49,17,81,708,2013,feb
Huerfano,1898,1002,901,3801,439,265,413,1117,4918,2013,feb
Jackson,115,646,104,865,27,133,73,233,1098,2013,feb
Jefferson,100992,109075,111111,321178,24002,24254,41112,89368,410546,2013,feb
Kiowa,172,489,187,848,26,74,66,166,1014,2013,feb
Kit Carson,620,2276,933,3829,180,463,544,1187,5016,2013,feb
La Plata,9903,9930,10570,30403,2748,2813,4993,10554,40957,2013,feb
Lake,1554,656,910,3120,623,306,884,1813,4933,2013,feb
Larimer,52143,64286,69860,186289,8347,9446,21098,38891,225180,2013,feb
Las Animas,3802,1875,1445,7122,1199,705,1020,2924,10046,2013,feb
Lincoln,401,1409,550,2360,125,263,275,663,3023,2013,feb
Logan,1857,5085,2545,9487,489,902,1399,2790,12277,2013,feb
Mesa,15579,35579,24202,75360,5836,10589,15104,31529,106889,2013,feb
Mineral,315,256,110,681,69,52,35,156,837,2013,feb
Moffat,835,3802,1747,6384,494,1125,1451,3070,9454,2013,feb
Montezuma,2997,6463,3460,12920,1565,2158,2730,6453,19373,2013,feb
Montrose,4000,10252,6609,20861,787,1515,2574,4876,25737,2013,feb
Morgan,2616,5262,3409,11287,837,1184,1968,3989,15276,2013,feb
Otero,3025,3410,2094,8529,1303,978,1693,3974,12503,2013,feb
Ouray,931,1316,1063,3310,173,293,391,857,4167,2013,feb
Park,2140,4202,3504,9846,624,1024,1533,3181,13027,2013,feb
Phillips,406,1369,537,2312,160,358,319,837,3149,2013,feb
Pitkin,3907,1935,4520,10362,1247,841,2260,4348,14710,2013,feb
Prowers,1247,2407,1410,5064,389,554,845,1788,6852,2013,feb
Pueblo,37992,20892,20999,79883,10845,5667,13203,29715,109598,2013,feb
Rio Blanco,355,2447,660,3462,94,409,438,941,4403,2013,feb
Rio Grande,1904,2625,1271,5800,539,596,766,1901,7701,2013,feb
Routt,4203,4234,5357,13794,1098,1091,2260,4449,18243,2013,feb
Saguache,1529,670,870,3069,408,219,499,1126,4195,2013,feb
San Juan,155,118,258,531,32,29,73,134,665,2013,feb
San Miguel,2009,807,1607,4423,688,330,1045,2063,6486,2013,feb
Sedgwick,248,837,315,1400,37,88,97,222,1622,2013,feb
Summit,4804,4017,7254,16075,2223,1993,5332,9548,25623,2013,feb
Teller,2445,7131,4264,13840,554,1202,1573,3329,17169,2013,feb
Washington,291,1922,463,2676,86,320,230,636,3312,2013,feb
Weld,30586,48870,41631,121087,9141,10858,21220,41219,162306,2013,feb
Yuma,812,2672,1288,4772,250,622,687,1559,6331,2013,feb
Adams,69346,49736,62678,181760,22471,14390,33836,70697,252457,2013,jan
Alamosa,2919,2228,1840,6987,721,481,949,2151,9138,2013,jan
Arapahoe,103150,98171,92402,293723,28094,19597,41499,89190,382913,2013,jan
Archuleta,1634,3495,1873,7002,730,1345,1149,3224,10226,2013,jan
Baca,666,1109,387,2162,186,304,309,799,2961,2013,jan
Bent,755,778,478,2011,262,181,353,796,2807,2013,jan
Boulder,80050,36263,67111,183424,19036,10139,29964,59139,242563,2013,jan
Broomfield,10192,11391,12143,33726,1915,1949,3802,7666,41392,2013,jan
Chaffee,2990,4225,3493,10708,525,703,1203,2431,13139,2013,jan
Cheyenne,151,762,228,1141,45,121,107,273,1414,2013,jan
Clear Creek,1916,1836,2085,5837,457,496,957,1910,7747,2013,jan
Conejos,2183,1597,458,4238,636,356,338,1330,5568,2013,jan
Costilla,1398,272,270,1940,421,136,230,787,2727,2013,jan
Crowley,401,849,295,1545,130,141,193,464,2009,2013,jan
Custer,456,1710,633,2799,125,324,265,714,3513,2013,jan
Delta,3218,8361,4769,16348,874,1625,2009,4508,20856,2013,jan
Denver,162292,52666,103822,318780,50178,21585,60938,132701,451481,2013,jan
Dolores,375,574,330,1279,80,127,186,393,1672,2013,jan
Douglas,35103,83607,52785,171495,7538,15449,17600,40587,212082,2013,jan
Eagle,6930,6821,9792,23543,1993,1866,4834,8693,32236,2013,jan
El Paso,67235,139545,94754,301534,22874,31285,50251,104410,405944,2013,jan
Elbert,2041,8300,4185,14526,470,1391,1524,3385,17911,2013,jan
Fremont,4779,10086,6247,21112,1264,2014,3143,6421,27533,2013,jan
Garfield,6467,9023,9721,25211,1246,1635,4070,6951,32162,2013,jan
Gilpin,1158,948,1371,3477,396,335,746,1477,4954,2013,jan
Grand,1988,3802,2639,8429,777,1103,1762,3642,12071,2013,jan
Gunnison,2769,2500,3729,8998,532,553,1520,2605,11603,2013,jan
Hinsdale,95,397,134,626,15,49,18,82,708,2013,jan
Huerfano,1897,1000,900,3797,516,302,462,1280,5077,2013,jan
Jackson,115,646,104,865,27,134,73,234,1099,2013,jan
Jefferson,100622,108799,110210,319631,25861,26205,44936,97002,416633,2013,jan
Kiowa,173,489,185,847,37,99,91,227,1074,2013,jan
Kit Carson,620,2274,924,3818,183,475,552,1210,5028,2013,jan
La Plata,9880,9887,10470,30237,2764,2843,5033,10640,40877,2013,jan
Lake,1556,651,899,3106,624,308,889,1821,4927,2013,jan
Larimer,51959,63999,69065,185023,8659,9921,21895,40475,225498,2013,jan
Las Animas,3796,1873,1444,7113,1211,709,1026,2946,10059,2013,jan
Lincoln,400,1407,537,2344,185,373,366,924,3268,2013,jan
Logan,1865,5086,2520,9471,492,913,1409,2814,12285,2013,jan
Mesa,15484,35443,23893,74820,5911,10704,15278,31893,106713,2013,jan
Mineral,313,254,109,676,70,54,35,159,835,2013,jan
Moffat,837,3799,1720,6356,498,1142,1466,3106,9462,2013,jan
Montezuma,2978,6442,3393,12813,1626,2236,2855,6717,19530,2013,jan
Montrose,3985,10227,6546,20758,813,1561,2628,5002,25760,2013,jan
Morgan,2598,5231,3387,11216,858,1210,1990,4058,15274,2013,jan
Otero,3023,3402,2069,8494,1320,987,1714,4021,12515,2013,jan
Ouray,931,1317,1059,3307,173,294,393,860,4167,2013,jan
Park,2121,4182,3447,9750,643,1051,1574,3268,13018,2013,jan
Phillips,407,1369,533,2309,162,357,321,840,3149,2013,jan
Pitkin,3900,1926,4493,10319,1343,883,2428,4654,14973,2013,jan
Prowers,1241,2399,1407,5047,396,567,847,1810,6857,2013,jan
Pueblo,37957,20832,20828,79617,10973,5743,13341,30057,109674,2013,jan
Rio Blanco,354,2446,652,3452,96,413,442,951,4403,2013,jan
Rio Grande,1886,2609,1250,5745,570,625,784,1979,7724,2013,jan
Routt,4192,4214,5310,13716,1123,1128,2309,4560,18276,2013,jan
Saguache,1523,670,859,3052,408,219,501,1128,4180,2013,jan
San Juan,154,115,258,527,32,30,73,135,662,2013,jan
San Miguel,2020,801,1590,4411,690,336,1053,2079,6490,2013,jan
Sedgwick,247,835,308,1390,37,96,102,235,1625,2013,jan
Summit,4781,3990,7191,15962,2254,2040,5409,9703,25665,2013,jan
Teller,2430,7098,4197,13725,564,1236,1617,3417,17142,2013,jan
Washington,291,1922,459,2672,86,321,230,637,3309,2013,jan
Weld,30192,48432,41503,120127,9297,11148,21698,42143,162270,2013,jan
Yuma,809,2664,1282,4755,252,625,690,1567,6322,2013,jan
Adams,79383,55629,80628,215640,12394,8629,17197,38220,253860,2013,july
Alamosa,3259,2452,2405,8116,366,249,425,1040,9156,2013,july
Arapahoe,116153,107839,121271,345263,10965,7719,11068,29752,375015,2013,july
Archuleta,1879,3873,2379,8131,487,940,716,2143,10274,2013,july
Baca,747,1237,583,2567,57,100,97,254,2821,2013,july
Bent,867,832,653,2352,142,108,184,434,2786,2013,july
Boulder,84756,38875,77135,200766,14322,7433,21174,42929,243695,2013,july
Broomfield,11002,12146,14267,37415,1189,1263,1945,4397,41812,2013,july
Chaffee,3189,4549,4202,11940,309,386,587,1282,13222,2013,july
Cheyenne,169,828,288,1285,22,54,48,124,1409,2013,july
Clear Creek,2100,2050,2629,6779,269,283,492,1044,7823,2013,july
Conejos,2536,1771,694,5001,249,148,106,503,5504,2013,july
Costilla,1655,330,427,2412,155,75,107,337,2749,2013,july
Crowley,475,919,407,1801,58,70,88,216,2017,2013,july
Custer,491,1798,779,3068,41,117,86,244,3312,2013,july
Delta,3521,8950,5888,18359,553,979,1056,2588,20947,2013,july
Denver,177876,57667,124763,360306,35064,16712,42934,94710,455016,2013,july
Dolores,410,650,423,1483,38,53,109,200,1683,2013,july
Douglas,38219,89917,63259,191395,4831,10015,9215,24061,215456,2013,july
Eagle,7824,7560,12231,27615,1127,1146,2632,4905,32520,2013,july
El Paso,77839,154435,126423,358697,12572,16891,22224,51687,410384,2013,july
Elbert,2282,9032,5222,16536,220,692,586,1498,18034,2013,july
Fremont,5435,11123,8437,24995,552,914,1234,2700,27695,2013,july
Garfield,7052,9668,12113,28833,623,980,2002,3605,32438,2013,july
Gilpin,1297,1090,1704,4091,247,198,418,863,4954,2013,july
Grand,2256,4164,3436,9856,514,752,1046,2312,12168,2013,july
Gunnison,2958,2737,4468,10163,328,319,889,1536,11699,2013,july
Hinsdale,105,422,152,679,4,28,4,36,715,2013,july
Huerfano,2078,1075,1128,4281,246,179,204,629,4910,2013,july
Jackson,140,775,183,1098,0,3,0,3,1101,2013,july
Jefferson,109888,117452,132521,359861,15073,15530,21711,52314,412175,2013,july
Kiowa,191,529,229,949,9,33,31,73,1022,2013,july
Kit Carson,686,2476,1219,4381,111,261,291,663,5044,2013,july
La Plata,10839,10941,12836,34616,1859,1787,2983,6629,41245,2013,july
Lake,2063,899,1731,4693,93,55,99,247,4940,2013,july
Larimer,55894,69197,82936,208027,4500,4487,9459,18446,226473,2013,july
Las Animas,4333,2093,1965,8391,631,489,523,1643,10034,2013,july
Lincoln,445,1526,691,2662,76,151,145,372,3034,2013,july
Logan,2058,5533,3294,10885,272,465,707,1444,12329,2013,july
Mesa,16800,37804,29539,84143,4552,8342,10400,23294,107437,2013,july
Mineral,342,274,145,761,43,33,6,82,843,2013,july
Moffat,984,4147,2371,7502,333,753,844,1930,9432,2013,july
Montezuma,3591,7322,4967,15880,992,1312,1351,3655,19535,2013,july
Montrose,4401,10950,8149,23500,372,796,1158,2326,25826,2013,july
Morgan,3056,5804,4614,13474,399,626,841,1866,15340,2013,july
Otero,3597,3770,2975,10342,373,341,448,1162,11504,2013,july
Ouray,980,1384,1220,3584,123,224,257,604,4188,2013,july
Park,2398,4568,4260,11226,355,678,896,1929,13155,2013,july
Phillips,473,1525,694,2692,99,208,169,476,3168,2013,july
Pitkin,4310,2182,5465,11957,845,599,1391,2835,14792,2013,july
Prowers,1478,2689,1944,6111,143,259,327,729,6840,2013,july
Pueblo,42531,23147,28193,93871,6067,3642,6867,16576,110447,2013,july
Rio Blanco,406,2642,905,3953,42,201,209,452,4405,2013,july
Rio Grande,2140,2826,1704,6670,302,384,362,1048,7718,2013,july
Routt,4627,4706,6498,15831,664,629,1176,2469,18300,2013,july
Saguache,1694,758,1162,3614,223,118,225,566,4180,2013,july
San Juan,166,136,298,600,19,11,30,60,660,2013,july
San Miguel,2197,894,1984,5075,491,235,687,1413,6488,2013,july
Sedgwick,277,896,389,1562,5,30,31,66,1628,2013,july
Summit,5414,4594,9065,19073,1641,1433,3629,6703,25776,2013,july
Teller,2822,7907,5504,16233,172,438,443,1053,17286,2013,july
Washington,321,2040,579,2940,57,190,134,381,3321,2013,july
Weld,34039,52722,52370,139131,5639,7011,11349,23999,163130,2013,july
Yuma,909,2924,1632,5465,150,386,364,900,6365,2013,july
Adams,70058,50434,64891,185383,21610,13793,32663,68066,253449,2013,june
Alamosa,2932,2238,1893,7063,700,467,927,2094,9157,2013,june
Arapahoe,104622,99306,96900,300828,22386,16123,34697,73206,374034,2013,june
Archuleta,1663,3532,1963,7158,691,1270,1119,3080,10238,2013,june
Baca,670,1119,451,2240,136,219,215,570,2810,2013,june
Bent,758,775,493,2026,252,170,343,765,2791,2013,june
Boulder,80613,36529,68897,186039,18407,9755,29093,57255,243294,2013,june
Broomfield,10291,11480,12457,34228,1870,1890,3708,7468,41696,2013,june
Chaffee,3014,4274,3633,10921,485,654,1152,2291,13212,2013,june
Cheyenne,150,767,232,1149,44,115,102,261,1410,2013,june
Clear Creek,1942,1867,2194,6003,436,464,928,1828,7831,2013,june
Conejos,2189,1603,485,4277,599,320,312,1231,5508,2013,june
Costilla,1404,273,304,1981,400,129,226,755,2736,2013,june
Crowley,412,858,311,1581,120,132,186,438,2019,2013,june
Custer,460,1710,674,2844,73,209,183,465,3309,2013,june
Delta,3229,8380,4950,16559,847,1571,1940,4358,20917,2013,june
Denver,164196,53385,107816,325397,48604,20966,59245,128815,454212,2013,june
Dolores,376,582,351,1309,74,118,178,370,1679,2013,june
Douglas,35545,84620,54938,175103,7434,15159,17282,39875,214978,2013,june
Eagle,7000,6882,10112,23994,1946,1820,4719,8485,32479,2013,june
El Paso,68290,141493,99631,309414,21996,29639,48176,99811,409225,2013,june
Elbert,2043,8338,4301,14682,457,1346,1454,3257,17939,2013,june
Fremont,4763,10112,6570,21445,1231,1927,3020,6178,27623,2013,june
Garfield,6498,9084,10108,25690,1182,1569,3931,6682,32372,2013,june
Gilpin,1173,969,1412,3554,370,321,706,1397,4951,2013,june
Grand,2028,3846,2769,8643,748,1062,1696,3506,12149,2013,june
Gunnison,2776,2521,3863,9160,509,535,1476,2520,11680,2013,june
Hinsdale,95,404,143,642,15,48,15,78,720,2013,june
Huerfano,1893,993,919,3805,433,259,407,1099,4904,2013,june
Jackson,113,647,111,871,27,130,70,227,1098,2013,june
Jefferson,101611,109453,113751,324815,23260,23537,39956,86753,411568,2013,june
Kiowa,173,490,193,856,26,71,66,163,1019,2013,june
Kit Carson,618,2292,973,3883,177,446,531,1154,5037,2013,june
La Plata,9873,10000,10745,30618,2804,2716,5006,10526,41144,2013,june
Lake,1560,660,964,3184,599,294,870,1763,4947,2013,june
