county,active_dem,active_rep,active_uaf,total_active,inactive_dem,inactive_rep,inactive_uaf,total_inactive,grand_total,year,month
Larimer,52249,64522,71453,188224,8092,9066,20471,37629,225853,2013,june
Las Animas,3800,1881,1462,7143,1182,701,1007,2890,10033,2013,june
Lincoln,400,1420,556,2376,121,256,272,649,3025,2013,june
Logan,1864,5123,2625,9612,465,875,1351,2691,12303,2013,june
Mesa,15290,35026,24334,74650,6060,11089,15473,32622,107272,2013,june
Mineral,315,257,112,684,69,50,35,154,838,2013,june
Moffat,833,3804,1773,6410,487,1098,1436,3021,9431,2013,june
Montezuma,3047,6539,3634,13220,1531,2086,2664,6281,19501,2013,june
Montrose,4000,10284,6777,21061,772,1458,2498,4728,25789,2013,june
Morgan,2641,5290,3491,11422,816,1138,1931,3885,15307,2013,june
Otero,3032,3425,2179,8636,943,680,1215,2838,11474,2013,june
Ouray,937,1321,1083,3341,169,288,384,841,4182,2013,june
Park,2155,4234,3625,10014,592,1001,1500,3093,13107,2013,june
Phillips,413,1384,561,2358,156,349,301,806,3164,2013,june
Pitkin,3931,1961,4640,10532,1221,826,2195,4242,14774,2013,june
Prowers,1248,2411,1443,5102,378,539,825,1742,6844,2013,june
Pueblo,38133,21182,22066,81381,10520,5473,12873,28866,110247,2013,june
Rio Blanco,355,2449,683,3487,92,393,432,917,4404,2013,june
Rio Grande,1913,2628,1313,5854,526,582,752,1860,7714,2013,june
Routt,4224,4272,5448,13944,1069,1064,2216,4349,18293,2013,june
Saguache,1527,669,895,3091,391,211,487,1089,4180,2013,june
San Juan,154,118,257,529,31,28,71,130,659,2013,june
San Miguel,2020,803,1636,4459,674,325,1023,2022,6481,2013,june
Sedgwick,248,842,323,1413,35,86,97,218,1631,2013,june
Summit,4857,4068,7455,16380,2164,1929,5171,9264,25644,2013,june
Teller,2458,7172,4401,14031,539,1175,1534,3248,17279,2013,june
Washington,292,1917,480,2689,86,312,225,623,3312,2013,june
Weld,30719,49140,42816,122675,8964,10558,20669,40191,162866,2013,june
Yuma,821,2699,1332,4852,243,612,659,1514,6366,2013,june
Adams,69682,50061,63623,183366,21938,13998,33095,69031,252397,2013,mar
Alamosa,2929,2235,1863,7027,710,471,940,2121,9148,2013,mar
Arapahoe,104168,98954,95034,298156,22805,16435,35322,74562,372718,2013,mar
Archuleta,1650,3507,1903,7060,723,1334,1136,3193,10253,2013,mar
Baca,674,1114,428,2216,145,227,218,590,2806,2013,mar
Bent,760,779,482,2021,255,175,348,778,2799,2013,mar
Boulder,80328,36445,67901,184674,18670,9895,29434,57999,242673,2013,mar
Broomfield,10221,11433,12256,33910,1899,1929,3770,7598,41508,2013,mar
Chaffee,3012,4250,3536,10798,494,663,1167,2324,13122,2013,mar
Cheyenne,152,766,231,1149,45,115,105,265,1414,2013,mar
Clear Creek,1932,1856,2159,5947,445,482,942,1869,7816,2013,mar
Conejos,2185,1605,468,4258,606,330,317,1253,5511,2013,mar
Costilla,1406,271,284,1961,409,130,226,765,2726,2013,mar
Crowley,409,853,302,1564,123,132,188,443,2007,2013,mar
Custer,459,1709,647,2815,75,219,189,483,3298,2013,mar
Delta,3227,8373,4845,16445,861,1589,1972,4422,20867,2013,mar
Denver,162998,52954,105306,321258,49264,21195,59976,130435,451693,2013,mar
Dolores,377,581,342,1300,74,122,179,375,1675,2013,mar
Douglas,35289,84029,53821,173139,7509,15355,17493,40357,213496,2013,mar
Eagle,6944,6855,9892,23691,1981,1847,4781,8609,32300,2013,mar
El Paso,67906,140666,97231,305803,22244,30059,48782,101085,406888,2013,mar
Elbert,2044,8331,4258,14633,461,1356,1473,3290,17923,2013,mar
Fremont,4778,10089,6407,21274,1245,1971,3072,6288,27562,2013,mar
Garfield,6491,9049,9878,25418,1214,1590,3982,6786,32204,2013,mar
Gilpin,1168,959,1401,3528,379,325,714,1418,4946,2013,mar
Grand,2010,3829,2699,8538,765,1075,1718,3558,12096,2013,mar
Gunnison,2773,2511,3782,9066,519,539,1500,2558,11624,2013,mar
Hinsdale,94,398,139,631,15,49,17,81,712,2013,mar
Huerfano,1896,1004,905,3805,438,262,412,1112,4917,2013,mar
Jackson,113,646,108,867,27,133,72,232,1099,2013,mar
Jefferson,101194,109201,111877,322272,23692,23926,40613,88231,410503,2013,mar
Kiowa,171,488,190,849,26,73,66,165,1014,2013,mar
Kit Carson,618,2282,948,3848,179,455,540,1174,5022,2013,mar
La Plata,9919,9967,10661,30547,2723,2705,4919,10347,40894,2013,mar
Lake,1557,661,943,3161,610,298,875,1783,4944,2013,mar
Larimer,52177,64381,70348,186906,8269,9303,20873,38445,225351,2013,mar
Las Animas,3798,1876,1450,7124,1195,703,1015,2913,10037,2013,mar
Lincoln,401,1414,552,2367,123,261,272,656,3023,2013,mar
Logan,1852,5091,2560,9503,482,891,1386,2759,12262,2013,mar
Mesa,15604,35674,24467,75745,5783,10476,14976,31235,106980,2013,mar
Mineral,315,255,110,680,69,52,35,156,836,2013,mar
Moffat,834,3812,1757,6403,492,1112,1444,3048,9451,2013,mar
Montezuma,3014,6498,3511,13023,1555,2122,2707,6384,19407,2013,mar
Montrose,3999,10252,6638,20889,780,1497,2548,4825,25714,2013,mar
Morgan,2619,5264,3429,11312,828,1172,1952,3952,15264,2013,mar
Otero,3015,3410,2102,8527,972,705,1244,2921,11448,2013,mar
Ouray,933,1319,1067,3319,170,290,390,850,4169,2013,mar
Park,2146,4204,3527,9877,611,1010,1517,3138,13015,2013,mar
Phillips,410,1370,550,2330,158,354,309,821,3151,2013,mar
Pitkin,3912,1938,4547,10397,1237,841,2239,4317,14714,2013,mar
Prowers,1253,2407,1432,5092,384,546,837,1767,6859,2013,mar
Pueblo,38000,20919,21137,80056,10769,5627,13156,29552,109608,2013,mar
Rio Blanco,356,2450,661,3467,92,404,436,932,4399,2013,mar
Rio Grande,1907,2622,1288,5817,533,589,760,1882,7699,2013,mar
Routt,4207,4243,5391,13841,1089,1081,2242,4412,18253,2013,mar
Saguache,1533,671,887,3091,406,219,498,1123,4214,2013,mar
San Juan,155,118,259,532,31,29,73,133,665,2013,mar
San Miguel,2013,807,1610,4430,679,328,1038,2045,6475,2013,mar
Sedgwick,249,838,320,1407,36,87,97,220,1627,2013,mar
Summit,4820,4027,7316,16163,2213,1977,5293,9483,25646,2013,mar
Teller,2458,7161,4312,13931,538,1183,1545,3266,17197,2013,mar
Washington,290,1921,466,2677,86,319,227,632,3309,2013,mar
Weld,30624,48956,41942,121522,9111,10761,21020,40892,162414,2013,mar
Yuma,812,2683,1304,4799,247,619,675,1541,6340,2013,mar
Adams,69935,50248,64440,184623,21719,13861,32809,68389,253012,2013,may
Alamosa,2933,2238,1883,7054,707,470,930,2107,9161,2013,may
Arapahoe,104465,99174,96293,299932,22511,16204,34866,73581,373513,2013,may
Archuleta,1658,3522,1946,7126,692,1276,1120,3088,10214,2013,may
Baca,676,1119,444,2239,136,222,215,573,2812,2013,may
Bent,760,776,491,2027,253,171,345,769,2796,2013,may
Boulder,80482,36500,68572,185554,18452,9786,29182,57420,242974,2013,may
Broomfield,10260,11462,12398,34120,1876,1898,3720,7494,41614,2013,may
Chaffee,3010,4263,3599,10872,486,659,1155,2300,13172,2013,may
Cheyenne,151,764,231,1146,45,115,103,263,1409,2013,may
Clear Creek,1938,1868,2181,5987,438,465,934,1837,7824,2013,may
Conejos,2189,1603,477,4269,601,323,313,1237,5506,2013,may
Costilla,1402,274,298,1974,403,129,225,757,2731,2013,may
Crowley,411,857,310,1578,120,132,186,438,2016,2013,may
Custer,458,1711,666,2835,74,209,185,468,3303,2013,may
Delta,3227,8375,4918,16520,854,1573,1947,4374,20894,2013,may
Denver,163662,53242,106859,323763,48799,21025,59451,129275,453038,2013,may
Dolores,375,581,348,1304,74,120,179,373,1677,2013,may
Douglas,35435,84418,54580,174433,7454,15206,17349,40009,214442,2013,may
Eagle,6982,6869,10033,23884,1957,1829,4733,8519,32403,2013,may
El Paso,68100,141206,98762,308068,22086,29793,48384,100263,408331,2013,may
Elbert,2045,8345,4305,14695,457,1347,1458,3262,17957,2013,may
Fremont,4770,10111,6526,21407,1234,1936,3025,6195,27602,2013,may
Garfield,6491,9074,10029,25594,1192,1575,3948,6715,32309,2013,may
Gilpin,1173,967,1405,3545,372,322,707,1401,4946,2013,may
Grand,2022,3838,2744,8604,750,1068,1705,3523,12127,2013,may
Gunnison,2775,2522,3854,9151,512,536,1478,2526,11677,2013,may
Hinsdale,95,402,139,636,15,48,17,80,716,2013,may
Huerfano,1894,998,919,3811,433,259,407,1099,4910,2013,may
Jackson,113,648,111,872,27,130,70,227,1099,2013,may
Jefferson,101470,109395,113084,323949,23380,23652,40169,87201,411150,2013,may
Kiowa,172,489,193,854,26,72,66,164,1018,2013,may
Kit Carson,616,2286,962,3864,177,451,535,1163,5027,2013,may
La Plata,9834,9985,10672,30491,2814,2723,5031,10568,41059,2013,may
Lake,1555,661,960,3176,606,295,874,1775,4951,2013,may
Larimer,52170,64431,70990,187591,8137,9125,20574,37836,225427,2013,may
Las Animas,3804,1880,1464,7148,1186,702,1009,2897,10045,2013,may
Lincoln,401,1417,554,2372,122,256,271,649,3021,2013,may
Logan,1855,5112,2615,9582,470,876,1360,2706,12288,2013,may
Mesa,15283,34994,24190,74467,6087,11132,15524,32743,107210,2013,may
Mineral,315,257,112,684,69,50,35,154,838,2013,may
Moffat,836,3811,1767,6414,489,1100,1438,3027,9441,2013,may
Montezuma,3036,6526,3589,13151,1541,2098,2676,6315,19466,2013,may
Montrose,3997,10281,6735,21013,775,1470,2505,4750,25763,2013,may
Morgan,2637,5288,3472,11397,819,1144,1933,3896,15293,2013,may
Otero,3034,3435,2175,8644,945,681,1216,2842,11486,2013,may
Ouray,934,1322,1075,3331,169,289,387,845,4176,2013,may
Park,2156,4233,3594,9983,596,1001,1505,3102,13085,2013,may
Phillips,413,1375,559,2347,156,351,302,809,3156,2013,may
Pitkin,3930,1951,4614,10495,1227,831,2202,4260,14755,2013,may
Prowers,1253,2414,1441,5108,379,541,831,1751,6859,2013,may
Pueblo,38110,21115,21810,81035,10559,5501,12941,29001,110036,2013,may
Rio Blanco,354,2451,677,3482,92,398,433,923,4405,2013,may
Rio Grande,1911,2628,1303,5842,529,583,756,1868,7710,2013,may
Routt,4226,4262,5438,13926,1070,1066,2220,4356,18282,2013,may
Saguache,1525,668,892,3085,392,211,487,1090,4175,2013,may
San Juan,154,118,259,531,31,28,71,130,661,2013,may
San Miguel,2016,804,1626,4446,677,325,1026,2028,6474,2013,may
Sedgwick,248,838,321,1407,36,86,97,219,1626,2013,may
Summit,4849,4059,7428,16336,2169,1934,5181,9284,25620,2013,may
Teller,2454,7153,4360,13967,539,1178,1535,3252,17219,2013,may
Washington,290,1916,469,2675,86,313,226,625,3300,2013,may
Weld,30767,49127,42657,122551,8995,10612,20765,40372,162923,2013,may
Yuma,819,2692,1321,4832,245,616,662,1523,6355,2013,may
Adams,70682,50487,66552,187721,22735,15084,32826,70645,258366,2012,nov
Alamosa,2882,2220,1747,6849,1039,770,1400,3209,10058,2012,nov
Arapahoe,107427,101492,102884,311803,24433,17337,31250,73020,384823,2012,nov
Archuleta,1599,3444,1795,6838,755,1411,1184,3350,10188,2012,nov
Baca,662,1101,380,2143,190,314,316,820,2963,2012,nov
Bent,755,783,461,1999,271,190,363,824,2823,2012,nov
Boulder,81896,37212,70639,189747,19974,10263,28975,59212,248959,2012,nov
Broomfield,10276,11411,12531,34218,2247,2371,3934,8552,42770,2012,nov
Chaffee,3072,4363,3743,11178,557,736,1170,2463,13641,2012,nov
Cheyenne,148,755,210,1113,55,163,138,356,1469,2012,nov
Clear Creek,1909,1827,2059,5795,542,563,1083,2188,7983,2012,nov
Conejos,2171,1592,448,4211,651,362,351,1364,5575,2012,nov
Costilla,1528,288,306,2122,294,123,175,592,2714,2012,nov
Crowley,400,844,288,1532,178,225,281,684,2216,2012,nov
Custer,444,1697,602,2743,138,377,291,806,3549,2012,nov
Delta,3190,8316,4638,16144,963,1768,2134,4865,21009,2012,nov
Denver,169226,54846,112759,336831,59622,24426,63642,147690,484521,2012,nov
Dolores,373,570,317,1260,82,132,191,405,1665,2012,nov
Douglas,35864,85311,55925,177100,7437,14987,14664,37088,214188,2012,nov
Eagle,6819,6732,9514,23065,2519,2328,5596,10443,33508,2012,nov
El Paso,69477,142064,103431,314972,25187,35467,50819,111473,426445,2012,nov
Elbert,2023,8213,4090,14326,648,1932,1932,4512,18838,2012,nov
Fremont,4722,9995,5961,20678,2479,3990,5223,11692,32370,2012,nov
Garfield,6411,8919,9454,24784,2121,2700,5791,10612,35396,2012,nov
Gilpin,1146,929,1322,3397,438,379,870,1687,5084,2012,nov
Grand,1942,3810,2531,8283,828,1167,1836,3831,12114,2012,nov
Gunnison,2744,2525,3739,9008,1060,1015,2385,4460,13468,2012,nov
Hinsdale,103,417,146,666,11,48,16,75,741,2012,nov
Huerfano,1893,993,870,3756,531,308,468,1307,5063,2012,nov
Jackson,115,647,100,862,50,229,113,392,1254,2012,nov
Jefferson,102733,111053,116036,329822,23381,23913,37732,85026,414848,2012,nov
Kiowa,170,491,181,842,37,100,91,228,1070,2012,nov
Kit Carson,618,2252,886,3756,209,567,618,1394,5150,2012,nov
La Plata,9767,9781,10136,29684,3136,3093,5637,11866,41550,2012,nov
Lake,1559,652,900,3111,630,308,898,1836,4947,2012,nov
Larimer,51489,63543,67270,182302,13495,15121,30214,58830,241132,2012,nov
Las Animas,3763,1833,1378,6974,1391,806,1164,3361,10335,2012,nov
Lincoln,392,1397,523,2312,198,387,378,963,3275,2012,nov
Logan,1839,5028,2417,9284,557,1008,1509,3074,12358,2012,nov
Mesa,16394,36840,26784,80018,5214,9607,12496,27317,107335,2012,nov
Mineral,313,254,109,676,71,54,35,160,836,2012,nov
Moffat,831,3789,1673,6293,523,1182,1511,3216,9509,2012,nov
Montezuma,3080,6629,3768,13477,1518,2035,2388,5941,19418,2012,nov
Montrose,3957,10207,6394,20558,1151,2293,3450,6894,27452,2012,nov
Morgan,2697,5315,3654,11666,801,1225,1734,3760,15426,2012,nov
Otero,2970,3386,1992,8348,1359,1013,1744,4116,12464,2012,nov
Ouray,917,1315,1025,3257,253,401,490,1144,4401,2012,nov
Park,2100,4144,3359,9603,690,1113,1660,3463,13066,2012,nov
Phillips,405,1368,524,2297,166,363,325,854,3151,2012,nov
Pitkin,3964,1989,4714,10667,1271,821,2163,4255,14922,2012,nov
Prowers,1215,2375,1359,4949,539,805,1060,2404,7353,2012,nov
Pueblo,39895,21595,23914,85404,10901,6146,12484,29531,114935,2012,nov
Rio Blanco,346,2426,639,3411,146,575,612,1333,4744,2012,nov
Rio Grande,1862,2606,1210,5678,653,721,902,2276,7954,2012,nov
Routt,4145,4185,5188,13518,1383,1368,2677,5428,18946,2012,nov
Saguache,1507,670,831,3008,489,261,554,1304,4312,2012,nov
San Juan,152,113,259,524,32,30,74,136,660,2012,nov
San Miguel,1986,801,1545,4332,769,350,1168,2287,6619,2012,nov
Sedgwick,243,826,297,1366,52,138,127,317,1683,2012,nov
Summit,4826,4080,7522,16428,2131,1911,4964,9006,25434,2012,nov
Teller,2405,7039,4072,13516,1161,2475,2755,6391,19907,2012,nov
Washington,282,1903,445,2630,96,344,241,681,3311,2012,nov
Weld,29483,47744,40319,117546,9938,11974,23019,44931,162477,2012,nov
Yuma,800,2644,1234,4678,279,702,737,1718,6396,2012,nov
Adams,79133,55321,81341,215795,12723,8970,17654,39347,255142,2013,oct
Alamosa,3269,2455,2465,8189,363,238,415,1016,9205,2013,oct
Arapahoe,116916,108187,123752,348855,10835,7552,11088,29475,378330,2013,oct
Archuleta,1848,3826,2374,8048,469,891,704,2064,10112,2013,oct
Baca,740,1237,604,2581,55,97,95,247,2828,2013,oct
Bent,868,830,670,2368,139,105,181,425,2793,2013,oct
Boulder,84366,38432,78091,200889,15055,7694,22079,44828,245717,2013,oct
Broomfield,10209,11479,13275,34963,2097,2060,3330,7487,42450,2013,oct
Chaffee,3154,4504,4237,11895,324,393,604,1321,13216,2013,oct
Cheyenne,167,828,297,1292,21,53,45,119,1411,2013,oct
Clear Creek,2109,2041,2699,6849,267,283,484,1034,7883,2013,oct
Conejos,2549,1776,723,5048,248,146,103,497,5545,2013,oct
Costilla,1655,334,432,2421,152,75,107,334,2755,2013,oct
Crowley,474,920,415,1809,57,68,90,215,2024,2013,oct
Custer,495,1795,805,3095,43,123,89,255,3350,2013,oct
Delta,3497,8902,5984,18383,564,1019,1080,2663,21046,2013,oct
Denver,177941,57243,127132,362316,34072,16424,41778,92274,454590,2013,oct
Dolores,400,644,423,1467,44,61,118,223,1690,2013,oct
Douglas,37951,89134,63679,190764,5248,11075,10135,26458,217222,2013,oct
Eagle,7773,7506,12293,27572,1142,1161,2662,4965,32537,2013,oct
El Paso,78300,155071,129564,362935,12398,16614,21873,50885,413820,2013,oct
Elbert,2260,8993,5234,16487,233,782,644,1659,18146,2013,oct
Fremont,5374,11066,8540,24980,592,956,1318,2866,27846,2013,oct
Garfield,7091,9716,12386,29193,614,965,1987,3566,32759,2013,oct
Gilpin,1307,1099,1747,4153,242,197,416,855,5008,2013,oct
Grand,2245,4114,3511,9870,492,709,998,2199,12069,2013,oct
Gunnison,2975,2734,4503,10212,322,312,884,1518,11730,2013,oct
Hinsdale,108,420,154,682,4,28,4,36,718,2013,oct
Huerfano,2069,1070,1157,4296,240,178,205,623,4919,2013,oct
Jackson,130,722,182,1034,8,49,14,71,1105,2013,oct
Jefferson,109247,116183,133144,358574,15551,16175,22611,54337,412911,2013,oct
Kiowa,188,529,234,951,9,29,28,66,1017,2013,oct
Kit Carson,673,2450,1232,4355,105,265,297,667,5022,2013,oct
La Plata,10930,10993,13060,34983,1821,1773,2955,6549,41532,2013,oct
Lake,2075,916,1761,4752,93,55,101,249,5001,2013,oct
Larimer,55455,68584,83308,207347,5081,5036,10484,20601,227948,2013,oct
Las Animas,4302,2054,2017,8373,656,533,536,1725,10098,2013,oct
Lincoln,444,1547,710,2701,77,151,143,371,3072,2013,oct
Logan,2052,5507,3324,10883,271,461,700,1432,12315,2013,oct
Mesa,16768,37669,29881,84318,4523,8350,10371,23244,107562,2013,oct
Mineral,346,276,165,787,43,30,6,79,866,2013,oct
Moffat,973,4117,2391,7481,333,779,862,1974,9455,2013,oct
Montezuma,3616,7343,5087,16046,981,1299,1331,3611,19657,2013,oct
Montrose,4353,10811,8131,23295,397,908,1242,2547,25842,2013,oct
Morgan,3026,5781,4646,13453,418,649,862,1929,15382,2013,oct
Otero,3566,3743,3033,10342,382,356,452,1190,11532,2013,oct
Ouray,986,1391,1266,3643,122,223,252,597,4240,2013,oct
Park,2364,4559,4321,11244,368,690,906,1964,13208,2013,oct
Phillips,475,1544,702,2721,99,207,163,469,3190,2013,oct
Pitkin,4328,2183,5563,12074,842,590,1381,2813,14887,2013,oct
Prowers,1475,2717,2002,6194,142,253,324,719,6913,2013,oct
Pueblo,42401,23057,28501,93959,6060,3763,6997,16820,110779,2013,oct
Rio Blanco,394,2641,922,3957,42,195,200,437,4394,2013,oct
Rio Grande,2123,2826,1726,6675,306,378,369,1053,7728,2013,oct
Routt,4628,4700,6584,15912,682,664,1211,2557,18469,2013,oct
Saguache,1706,762,1184,3652,223,121,224,568,4220,2013,oct
San Juan,167,139,300,606,18,11,30,59,665,2013,oct
San Miguel,2219,893,2013,5125,488,236,691,1415,6540,2013,oct
Sedgwick,282,907,406,1595,5,30,31,66,1661,2013,oct
Summit,5491,4626,9228,19345,1639,1425,3618,6682,26027,2013,oct
Teller,2762,7776,5509,16047,224,598,565,1387,17434,2013,oct
Washington,316,2030,583,2929,56,183,137,376,3305,2013,oct
Weld,32978,51238,51359,135575,6745,8677,13437,28859,164434,2013,oct
Yuma,904,2906,1643,5453,150,396,376,922,6375,2013,oct
Adams,79075,55195,80854,215124,12850,9211,17866,39927,255051,2013,sept
Alamosa,3267,2450,2457,8174,364,239,420,1023,9197,2013,sept
Arapahoe,116742,108270,122936,347948,10955,7660,11195,29810,377758,2013,sept
Archuleta,1853,3826,2355,8034,472,900,711,2083,10117,2013,sept
Baca,744,1238,596,2578,56,98,95,249,2827,2013,sept
Bent,859,826,656,2341,139,105,182,426,2767,2013,sept
Boulder,83906,38418,76946,199270,15415,7878,22502,45795,245065,2013,sept
Broomfield,10110,11381,13070,34561,2151,2123,3389,7663,42224,2013,sept
Chaffee,3155,4513,4220,11888,321,390,602,1313,13201,2013,sept
Cheyenne,167,825,289,1281,21,54,47,122,1403,2013,sept
Clear Creek,2106,2049,2662,6817,268,284,488,1040,7857,2013,sept
Conejos,2543,1777,719,5039,249,147,103,499,5538,2013,sept
Costilla,1659,333,430,2422,153,75,107,335,2757,2013,sept
Crowley,476,919,416,1811,57,68,90,215,2026,2013,sept
Custer,494,1789,796,3079,43,123,89,255,3334,2013,sept
Delta,3503,8895,5937,18335,566,1021,1089,2676,21011,2013,sept
Denver,178548,57597,126978,363123,33972,16448,41688,92108,455231,2013,sept
Dolores,403,644,421,1468,45,62,118,225,1693,2013,sept
Douglas,37864,88989,63109,189962,5330,11281,10296,26907,216869,2013,sept
Eagle,7753,7521,12234,27508,1148,1167,2676,4991,32499,2013,sept
El Paso,78317,155136,128750,362203,12455,16722,22013,51190,413393,2013,sept
Elbert,2257,8964,5177,16398,241,800,653,1694,18092,2013,sept
Fremont,5365,11049,8473,24887,600,961,1317,2878,27765,2013,sept
Garfield,7063,9701,12292,29056,620,973,1997,3590,32646,2013,sept
Gilpin,1301,1101,1736,4138,245,198,416,859,4997,2013,sept
Grand,2252,4128,3497,9877,497,726,1012,2235,12112,2013,sept
Gunnison,2974,2745,4498,10217,326,314,886,1526,11743,2013,sept
Hinsdale,108,422,152,682,4,28,4,36,718,2013,sept
Huerfano,2064,1067,1143,4274,241,179,205,625,4899,2013,sept
Jackson,139,769,193,1101,0,3,0,3,1104,2013,sept
Jefferson,108961,116181,132152,357294,15674,16317,22775,54766,412060,2013,sept
Kiowa,189,530,235,954,9,29,28,66,1020,2013,sept
Kit Carson,678,2448,1219,4345,108,268,298,674,5019,2013,sept
La Plata,10906,10986,12993,34885,1835,1776,2972,6583,41468,2013,sept
Lake,2077,909,1749,4735,94,55,100,249,4984,2013,sept
Larimer,55363,68518,82699,206580,5138,5083,10570,20791,227371,2013,sept
Las Animas,4293,2048,1973,8314,662,535,544,1741,10055,2013,sept
Lincoln,441,1525,696,2662,77,151,143,371,3033,2013,sept
Logan,2050,5530,3313,10893,272,465,706,1443,12336,2013,sept
Mesa,16702,37549,29624,83875,4612,8537,10540,23689,107564,2013,sept
Mineral,342,275,148,765,43,32,6,81,846,2013,sept
Moffat,973,4101,2357,7431,339,785,869,1993,9424,2013,sept
Montezuma,3606,7344,5052,16002,988,1303,1335,3626,19628,2013,sept
Montrose,4359,10788,8076,23223,405,915,1252,2572,25795,2013,sept
Morgan,3025,5777,4623,13425,419,653,870,1942,15367,2013,sept
Otero,3572,3744,3002,10318,389,363,457,1209,11527,2013,sept
Ouray,986,1392,1254,3632,122,224,253,599,4231,2013,sept
Park,2369,4565,4292,11226,372,697,911,1980,13206,2013,sept
Phillips,475,1538,701,2714,99,207,164,470,3184,2013,sept
Pitkin,4313,2181,5531,12025,844,593,1390,2827,14852,2013,sept
Prowers,1480,2704,1982,6166,143,256,326,725,6891,2013,sept
Pueblo,42434,23048,28332,93814,6118,3802,7055,16975,110789,2013,sept
Rio Blanco,401,2645,920,3966,42,195,201,438,4404,2013,sept
Rio Grande,2123,2821,1722,6666,308,380,374,1062,7728,2013,sept
Routt,4621,4685,6545,15851,685,667,1218,2570,18421,2013,sept
Saguache,1704,758,1168,3630,223,121,225,569,4199,2013,sept
San Juan,168,136,299,603,18,11,30,59,662,2013,sept
San Miguel,2205,895,1991,5091,489,236,694,1419,6510,2013,sept
Sedgwick,279,906,400,1585,5,30,31,66,1651,2013,sept
Summit,5451,4617,9176,19244,1645,1432,3631,6708,25952,2013,sept
Teller,2761,7748,5474,15983,227,605,569,1401,17384,2013,sept
Washington,320,2028,582,2930,57,184,137,378,3308,2013,sept
Weld,34066,52761,52961,139788,5641,7060,11375,24076,163864,2013,sept
Yuma,903,2900,1641,5444,153,401,377,931,6375,2013,sept
